C,gamma,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,Avg Accuracy,stdev
1,1,80.58035714,81.69642857,80.35714286,80.35714286,80.35714286,80.58035714,81.25,81.02678571,80.80357143,80.35714286,81.25,80.80357143,80.80357143,80.58035714,80.80357143,79.91071429,81.47321429,80.13392857,81.25,80.35714286,80.13392857,80.58035714,80.13392857,81.02678571,80.58035714,80.80357143,81.25,80.35714286,80.80357143,81.02678571,81.02678571,81.02678571,80.80357143,81.02678571,80.35714286,80.35714286,80.58035714,80.35714286,80.35714286,81.25,80.80357143,80.58035714,80.35714286,80.58035714,80.35714286,80.58035714,79.91071429,80.35714286,81.25,81.02678571,80.6875,0.406465698
1,10,80.80357143,80.80357143,80.58035714,81.47321429,80.58035714,80.13392857,81.47321429,81.25,80.80357143,80.35714286,80.13392857,81.02678571,81.02678571,81.25,80.80357143,80.13392857,80.58035714,80.58035714,80.58035714,80.80357143,81.25,80.80357143,81.02678571,80.13392857,80.80357143,81.47321429,80.13392857,81.02678571,80.80357143,81.02678571,81.02678571,81.02678571,81.02678571,80.58035714,81.47321429,80.13392857,80.35714286,80.80357143,81.25,79.91071429,79.91071429,81.25,81.47321429,81.25,80.58035714,80.80357143,80.35714286,80.80357143,80.13392857,81.02678571,80.77678571,0.441020449
1,50,80.35714286,81.02678571,80.80357143,81.25,80.80357143,80.35714286,81.91964286,79.91071429,80.13392857,80.35714286,81.02678571,80.35714286,81.47321429,80.58035714,79.91071429,80.58035714,80.58035714,80.13392857,80.13392857,80.58035714,80.35714286,80.80357143,80.58035714,80.80357143,80.80357143,80.80357143,80.58035714,79.6875,81.02678571,80.13392857,80.80357143,81.02678571,79.91071429,80.80357143,80.35714286,80.58035714,81.69642857,81.25,80.80357143,81.02678571,80.58035714,80.35714286,81.25,80.35714286,80.58035714,80.13392857,81.02678571,80.13392857,81.25,79.6875,80.62946429,0.488393007
1,100,80.80357143,80.58035714,79.91071429,81.02678571,80.35714286,80.80357143,80.58035714,80.13392857,80.35714286,80.80357143,80.80357143,80.35714286,81.02678571,80.35714286,81.25,80.13392857,80.58035714,81.02678571,80.58035714,81.02678571,79.91071429,80.80357143,80.35714286,80.80357143,81.47321429,81.02678571,80.58035714,79.91071429,81.25,80.58035714,80.35714286,80.35714286,81.02678571,80.80357143,80.13392857,81.02678571,81.25,81.69642857,81.25,80.58035714,81.02678571,81.25,80.13392857,81.47321429,80.58035714,79.91071429,80.80357143,80.35714286,80.58035714,80.35714286,80.68303571,0.442332705
1,500,80.58035714,80.35714286,80.35714286,80.58035714,80.35714286,80.35714286,81.47321429,80.58035714,81.02678571,81.02678571,80.58035714,81.02678571,80.80357143,80.80357143,80.13392857,81.02678571,80.58035714,80.80357143,79.91071429,81.02678571,80.13392857,80.80357143,80.13392857,80.80357143,80.58035714,80.58035714,79.6875,80.80357143,80.13392857,80.58035714,80.35714286,80.80357143,80.35714286,80.58035714,81.02678571,81.02678571,80.58035714,80.35714286,80.35714286,80.35714286,80.58035714,80.58035714,80.80357143,81.02678571,80.80357143,80.80357143,80.58035714,80.80357143,80.35714286,80.13392857,80.59821429,0.339989871
1,1000,81.02678571,80.80357143,80.35714286,80.35714286,80.58035714,80.80357143,81.02678571,81.25,80.35714286,80.58035714,81.02678571,81.25,81.25,80.80357143,80.35714286,80.58035714,80.58035714,80.58035714,80.58035714,80.80357143,81.02678571,80.13392857,79.91071429,81.02678571,81.25,80.80357143,81.25,80.80357143,80.80357143,81.02678571,81.25,81.47321429,80.58035714,80.13392857,81.02678571,80.80357143,81.47321429,81.25,80.35714286,80.58035714,80.35714286,81.47321429,80.80357143,80.58035714,80.58035714,81.25,81.02678571,80.58035714,80.35714286,79.6875,80.77232143,0.408387415
5,0.001,83.70535714,83.48214286,83.92857143,83.70535714,83.03571429,83.92857143,83.25892857,83.48214286,83.92857143,83.70535714,83.25892857,83.48214286,83.48214286,84.15178571,83.70535714,84.15178571,83.25892857,83.92857143,83.25892857,83.03571429,82.8125,83.48214286,83.70535714,83.03571429,83.70535714,83.92857143,83.03571429,83.70535714,84.15178571,83.92857143,83.92857143,82.8125,83.25892857,83.48214286,84.15178571,83.25892857,83.70535714,83.48214286,82.58928571,83.03571429,83.25892857,84.15178571,82.58928571,83.92857143,83.48214286,83.25892857,83.48214286,82.8125,83.70535714,85.04464286,83.53571429,0.472024951
5,0.01,83.70535714,83.48214286,83.70535714,83.92857143,83.92857143,83.48214286,83.03571429,83.25892857,83.25892857,83.48214286,83.48214286,83.70535714,83.25892857,83.25892857,83.25892857,83.03571429,83.92857143,82.58928571,84.15178571,84.15178571,84.15178571,83.92857143,83.48214286,83.03571429,83.70535714,83.25892857,84.375,83.92857143,82.36607143,83.92857143,82.36607143,83.92857143,84.15178571,84.375,83.70535714,83.48214286,83.25892857,84.375,82.58928571,83.70535714,84.375,83.48214286,83.92857143,83.25892857,83.70535714,83.48214286,83.25892857,84.375,83.25892857,83.70535714,83.58035714,0.504512256
5,0.1,83.92857143,83.03571429,83.70535714,83.25892857,83.48214286,83.92857143,84.15178571,83.48214286,83.25892857,83.48214286,83.03571429,83.92857143,83.70535714,83.48214286,83.70535714,83.25892857,83.92857143,83.92857143,83.92857143,83.25892857,83.70535714,83.48214286,83.70535714,83.92857143,82.8125,83.25892857,83.92857143,83.70535714,83.48214286,83.25892857,83.70535714,83.25892857,83.03571429,84.15178571,84.59821429,83.48214286,83.25892857,83.70535714,83.70535714,84.15178571,83.48214286,83.92857143,83.48214286,84.375,83.92857143,84.375,84.82142857,83.25892857,83.92857143,83.48214286,83.66517857,0.415006606
5,1,83.48214286,83.70535714,83.92857143,83.03571429,83.48214286,83.70535714,83.70535714,83.48214286,82.8125,83.48214286,83.25892857,84.59821429,83.48214286,83.92857143,84.15178571,83.70535714,83.70535714,83.48214286,83.92857143,83.48214286,83.48214286,83.70535714,83.25892857,84.15178571,83.48214286,83.92857143,83.70535714,84.15178571,83.25892857,83.92857143,83.92857143,83.25892857,83.70535714,83.25892857,83.03571429,84.15178571,83.48214286,83.92857143,83.03571429,84.15178571,84.375,83.70535714,83.70535714,83.92857143,82.36607143,84.15178571,83.03571429,83.48214286,83.25892857,83.70535714,83.625,0.420047801
5,10,82.58928571,83.48214286,83.70535714,84.15178571,82.8125,83.92857143,83.92857143,83.48214286,83.25892857,84.375,83.92857143,83.48214286,84.15178571,83.48214286,83.70535714,83.92857143,84.15178571,83.70535714,83.70535714,83.48214286,83.70535714,83.92857143,83.25892857,82.58928571,83.48214286,84.375,83.70535714,82.8125,83.70535714,83.03571429,84.375,83.92857143,84.15178571,83.70535714,83.70535714,83.92857143,83.48214286,83.25892857,83.70535714,83.70535714,84.15178571,83.92857143,83.92857143,84.375,83.25892857,83.92857143,83.48214286,83.25892857,83.70535714,83.48214286,83.66964286,0.433392016
5,50,83.92857143,83.48214286,83.70535714,83.70535714,84.375,83.48214286,84.375,83.92857143,83.92857143,83.92857143,83.25892857,83.48214286,84.375,83.48214286,83.92857143,83.48214286,83.03571429,83.25892857,83.48214286,84.15178571,83.48214286,84.15178571,83.48214286,84.15178571,83.25892857,83.03571429,83.03571429,83.48214286,84.375,83.70535714,82.8125,83.70535714,84.59821429,83.03571429,83.03571429,83.70535714,83.92857143,84.15178571,84.15178571,83.25892857,83.48214286,83.48214286,83.70535714,83.92857143,82.14285714,83.92857143,83.70535714,83.48214286,83.48214286,83.25892857,83.63839286,0.47135668
5,100,83.03571429,84.15178571,83.48214286,84.375,83.92857143,84.375,83.48214286,83.48214286,83.03571429,84.15178571,83.70535714,83.92857143,83.92857143,83.25892857,82.8125,83.25892857,83.92857143,84.375,83.48214286,83.70535714,82.36607143,84.15178571,83.48214286,84.375,83.48214286,83.03571429,82.8125,83.03571429,83.70535714,83.48214286,83.25892857,82.8125,83.48214286,83.03571429,83.70535714,83.03571429,83.48214286,83.70535714,84.375,84.15178571,83.92857143,83.48214286,83.25892857,84.15178571,83.48214286,83.92857143,83.92857143,83.92857143,83.92857143,83.70535714,83.61160714,0.483790949
5,500,83.25892857,84.15178571,83.92857143,84.375,83.25892857,83.48214286,83.03571429,84.59821429,83.92857143,83.48214286,83.25892857,83.70535714,83.48214286,83.48214286,82.58928571,82.36607143,83.48214286,83.70535714,84.375,83.48214286,83.48214286,83.25892857,84.15178571,83.48214286,83.70535714,83.03571429,83.48214286,83.25892857,84.15178571,83.92857143,83.92857143,83.70535714,84.375,83.92857143,84.15178571,83.70535714,82.8125,83.25892857,84.375,84.375,83.70535714,83.48214286,84.375,82.8125,83.70535714,83.25892857,83.92857143,83.70535714,83.70535714,83.48214286,83.64285714,0.492022998
5,1000,83.70535714,83.03571429,83.92857143,84.15178571,83.03571429,84.59821429,84.375,83.92857143,83.25892857,83.48214286,83.03571429,83.70535714,83.92857143,83.48214286,83.25892857,83.48214286,83.70535714,83.70535714,83.48214286,83.92857143,82.8125,82.58928571,83.48214286,83.70535714,83.70535714,83.03571429,83.25892857,83.70535714,83.25892857,83.48214286,83.70535714,83.25892857,84.375,83.25892857,83.70535714,83.48214286,83.92857143,83.48214286,83.48214286,83.48214286,83.25892857,83.70535714,83.70535714,83.25892857,83.48214286,84.15178571,83.70535714,83.70535714,83.48214286,83.70535714,83.57142857,0.390543645
10,0.001,83.92857143,84.375,84.375,85.9375,84.375,84.375,85.04464286,84.82142857,84.82142857,83.92857143,84.59821429,85.26785714,84.15178571,84.82142857,85.04464286,84.375,83.70535714,85.04464286,84.15178571,83.92857143,84.15178571,84.82142857,83.48214286,84.15178571,83.92857143,84.82142857,84.375,84.15178571,85.26785714,83.92857143,84.59821429,83.92857143,83.48214286,85.04464286,84.82142857,84.15178571,85.49107143,84.15178571,85.26785714,85.04464286,83.03571429,85.26785714,84.59821429,85.04464286,83.48214286,84.375,84.82142857,84.15178571,84.15178571,83.48214286,84.45089286,0.604371812
10,0.01,83.92857143,83.92857143,83.92857143,83.92857143,83.25892857,83.92857143,84.15178571,83.48214286,84.59821429,85.26785714,83.92857143,84.82142857,85.26785714,84.59821429,84.82142857,83.70535714,83.92857143,83.92857143,83.48214286,84.375,84.15178571,84.59821429,83.48214286,85.49107143,83.03571429,84.375,85.04464286,85.04464286,85.26785714,85.71428571,84.59821429,85.04464286,84.82142857,84.59821429,83.92857143,83.70535714,85.04464286,83.92857143,83.92857143,83.92857143,84.375,83.92857143,85.49107143,84.15178571,84.82142857,84.15178571,84.59821429,84.15178571,85.04464286,83.70535714,84.34821429,0.632375268
10,0.1,83.70535714,84.82142857,83.48214286,84.59821429,84.59821429,84.375,85.26785714,84.59821429,84.59821429,84.375,84.82142857,84.82142857,84.82142857,83.70535714,84.15178571,84.375,84.15178571,84.59821429,85.04464286,84.15178571,84.59821429,84.375,84.59821429,83.70535714,84.15178571,83.70535714,85.04464286,84.15178571,85.26785714,84.375,84.82142857,84.15178571,84.59821429,84.82142857,85.26785714,84.375,85.04464286,85.26785714,85.04464286,84.59821429,83.70535714,84.82142857,85.26785714,84.82142857,84.82142857,84.59821429,84.15178571,84.59821429,85.04464286,83.92857143,84.53571429,0.470903442
10,1,84.59821429,85.04464286,83.92857143,85.71428571,84.375,84.15178571,83.70535714,84.59821429,84.375,84.59821429,83.92857143,84.375,84.15178571,83.92857143,83.92857143,85.49107143,84.82142857,84.15178571,84.375,84.375,83.92857143,83.92857143,84.15178571,84.59821429,84.375,85.26785714,83.48214286,84.15178571,83.92857143,84.375,83.70535714,84.59821429,84.82142857,83.48214286,83.70535714,84.15178571,84.15178571,84.82142857,84.375,84.82142857,84.15178571,84.375,83.92857143,84.15178571,84.15178571,84.375,84.82142857,84.15178571,84.375,84.375,84.32589286,0.462735167
10,10,85.26785714,84.375,84.375,84.15178571,84.82142857,84.59821429,85.49107143,85.04464286,83.70535714,84.375,84.15178571,84.375,84.375,83.92857143,83.25892857,84.375,84.59821429,84.15178571,84.375,84.59821429,84.375,84.59821429,83.92857143,85.04464286,83.70535714,82.58928571,84.375,84.375,84.59821429,84.15178571,83.92857143,84.82142857,83.92857143,84.375,84.82142857,84.375,82.58928571,84.59821429,84.15178571,84.59821429,85.49107143,83.92857143,84.82142857,84.59821429,84.375,83.70535714,84.375,84.375,84.15178571,83.92857143,84.32142857,0.5660593
10,50,85.49107143,84.15178571,85.04464286,84.15178571,84.375,84.375,84.82142857,84.375,84.15178571,84.375,83.92857143,84.375,83.48214286,84.59821429,84.59821429,84.375,85.71428571,84.59821429,83.48214286,85.26785714,85.49107143,83.03571429,85.04464286,85.49107143,83.70535714,83.92857143,84.375,84.82142857,84.375,83.92857143,84.59821429,85.49107143,84.15178571,84.15178571,83.70535714,83.92857143,84.375,84.82142857,84.82142857,85.26785714,85.49107143,84.59821429,83.70535714,83.70535714,84.82142857,85.26785714,85.26785714,84.375,84.15178571,83.25892857,84.47767857,0.644432518
